word,meaning,part_of_speech,examples,meaning_vi,phonetic,count
hopefully,"
+) with hope; in a hopeful manner",r,"
+) we searched hopefully for a good position
+) hopefully the weather will be fine on Sunday","+) đầy hy vọng, phấn khởi",hopefully,0.0
relaying,"
+) pass along",v,"
+) Please relay the news to the villagers","+) sự chuyển tiếp, sự tiếp âm; sự bảo vệ bằng rơle; sự đặt rơle trong mạng điệnrelay /ri'lei/
+) kíp ngựa (tốp ngựa thay cho tốp trước đã mệt)
+) ca, kíp (thợ)",relay,0.0
precise,"
+) sharply exact or accurate or delimited","s, a","
+) a precise mind
+) specified a precise amount
+) arrived at the precise moment","+) đúng, chính xác
+) tỉ mỉ, kỹ tính, nghiêm ngặt, câu nệ (người...)
+) chính xác; xác định",precise,0.0
notation,"
+) a technical system of symbols used to represent special things",n,"
+) his notes were appended at the end of the article
+) he added a short notation to the address on the envelope","+) ký hiệu
+) (từ Mỹ,nghĩa Mỹ) lời chú thích, lời chú giải, lời ghi ch
+) ký hiệu",notation,0.0
key,"
+) metal device shaped in such a way that when it is inserted into the appropriate lock the lock's mechanism can be rotated","s, v, n","
+) the key to development is economic integration
+) he spoke in a low key
+) they were carrying two keys of heroin","+) hòn đảo nhỏ
+) bâi cát nông; đá ngần
+) chìa khoá",key,0.0
statistics,"
+) a branch of applied mathematics concerned with the collection and interpretation of quantitative data and the use of probability theory to estimate population parameters",n,"
+) ","+) thống kê
+) khoa học thống kê
+) thống kê học, thống kê",statistics,0.0
mathematical,"
+) of or pertaining to or of the nature of mathematics","s, a","
+) a mathematical textbook
+) slide rules and other mathematical instruments
+) a mathematical solution to a problem","+) toán, toán học
+) đúng, chính xác (bằng chứng...)
+) (thuộc) toán",mathematical,0.0
perception,"
+) the representation of what is perceived; basic component in the formation of a concept",n,"
+) Luther had a new perception of the Bible
+) a man admired for the depth of his perception","+) sự nhận thức
+) (triết học) tri giác
+) (pháp lý) sự thu (thuế...)",percept,0.0
elementary,"
+) easy and not involved or complicated","s, a","
+) an elementary problem in statistics
+) elementary, my dear Watson
+) a simple game","+) cơ bản, sơ yếu
+) (hoá học) không phân tách được
+) trường cấp hai",elementary,0.0
cardinality,"
+) (mathematics) the number of elements in a set or group (considered as a property of that grouping)",n,"
+) ","+) (toán học) số các yếu tố trong một tập hợp
+) bản số; lực lượng",cardinality,0.0
quantify,"
+) use as a quantifier",v,"
+) Can you quantify your results?","+) xác định số lượng
+) lượng tử hoá
+) số lượng, lượng",quantify,0.0
then,"
+) that time; that moment","s, n, r","
+) we will arrive before then
+) we were friends from then on
+) the then president","+) lúc đó, hồi ấy, khi ấy
+) rồi, rồi thì, sau đó
+) vậy thì, như thế thì, trong trường hợp ấy",then,0.0
sin,"
+) estrangement from god","v, n","
+) they began to fight like sin
+) I blundered during the job interview","+) tội lỗi, tội ác; sự phạm (luân thường đạo lý, thẩm mỹ...)
+) nghề gì cũng vinh quang
+) (từ lóng) kịch liệt, mãnh liệt",sin,0.0
variance,"
+) an event that departs from expectations",n,"
+) a growing divergence of opinion
+) a zoning variance
+) any variation in his routine was immediately reported","+) sự khác nhau, sự không đi đôi, sự không ăn khớp, sự mâu thuẫn
+) sự xích mích; mối bất hoà
+) sự thay đổi (về thời tiết...)",discrepancy,0.0
pre,,,,"+) (tiền tố) trước, tiền, sẵn",,0.0
era,"
+) a period marked by distinctive character or reckoned from a fixed point or event",n,"
+) ","+) thời đại, kỷ nguyên
+) (địa lý,địa chất) đại",era,0.0
deterministic,"
+) an inevitable consequence of antecedent sufficient causes",s,"
+) ","+) xem determinism
+) tất định",deterministic,0.0
min,"
+) a unit of time equal to 60 seconds or 1/60th of an hour",n,"
+) he ran a 4 minute mile",+) (viết tắt) tối thiểu,minute,0.0
mod,"
+) a British teenager or young adult in the 1960s; noted for their clothes consciousness and opposition to the rockers","n, s","
+) their offices are in a modern skyscraper
+) tables in modernistic designs","+) thành viên của một nhóm thanh niên nổi lên ở Anh trong thập niên 1960, thích mặc quần áo gọn gàng, hợp thời trang và đi xe gắn máy",mod,0.0
lan,"
+) a local computer network for communication between computers; especially a network connecting computers and word processors and other electronic office equipment to create a communication system between offices",n,"
+) ",+) mạng cục bộ,local_area_network,0.0
generative,"
+) having the ability to produce or originate","a, s","
+) generative power
+) generative forces
+) the reproductive potential of a species is its relative capacity to reproduce itself under optimal conditions","+) có khả năng sinh ra, sinh ra",generative,0.0
max,"
+) street names for gamma hydroxybutyrate",n,"
+) ",+) (viết tắt) tối đa,soap,0.0
classifier,"
+) a person who creates classifications",n,"
+) ",+) người phân loại,classifier,0.0
disease,"
+) an impairment of health or a condition of abnormal functioning",n,"
+) ","+) bệnh, bệnh tật
+) (nghĩa bóng) tệ nạn; sự hủ bại (xã hội...)",disease,0.0
posterior,"
+) the fleshy part of the human body that you sit on","a, n, s","
+) he deserves a good kick in the butt
+) are you going to sit on your fanny and do nothing?
+) without ulterior argument","+) sau (về thời gian và thứ tự), ở sau, đến sau
+) mông đít
+) sau, hậu nghiệm",buttocks,0.0
discriminative,"
+) capable of making fine distinctions",s,"
+) discriminative censure
+) a biography ...appreciative and yet judicial in purpose","+) rõ ràng, tách bạch
+) biết phân biệt, có óc phán đoán, biết suy xét, sáng suốt",discriminative,0.0
prior,"
+) the head of a religious order; in an abbey the prior is next below the abbot","n, s","
+) ","+) trưởng tu viện
+) trước
+) prior to trước khi",prior,0.0
theorem,"
+) a proposition deducible from basic postulates",n,"
+) ","+) (toán học) định lý
+) định lý
+) t. of mear định lý giá trị trung bình",theorem,0.0
categorization,"
+) a group of people or things arranged by class or category",n,"
+) ",+) xem categorize,classification,0.0
comp,"
+) an intensive examination testing a student's proficiency in some special field of knowledge",n,"
+) she took her comps in English literature",+) (thông tục) (như) compositor,comprehensive_examination,0.0
assumption,"
+) a statement that is assumed to be true and from which a conclusion can be drawn",n,"
+) on the assumption that he has been injured we can infer that he will not to play
+) any society is built upon certain assumptions
+) his assumption of office coincided with the trouble in Cuba","+) sự mang, sự khoác, sự lấy (cái vẻ, tính chất...)
+) sự làm ra vẻ, sự giả bộ
+) sự mệnh danh (là đúng), sự cho rằng (là đúng), sự thừa nhận",premise,0.0
classify,"
+) arrange or order by classes or categories",v,"
+) How would you classify these pottery shards--are they prehistoric?
+) Classify these documents
+) How should algae be classified?","+) phân loại
+) (Tech) phân loại, phân hạng, phân cấp
+) phân loại, phân lớp, phân hạng",classify,0.0
recap,"
+) a summary at the end that repeats the substance of a longer discussion","v, n","
+) Let's recapitulate the main ideas","+) (thông tục),  (như) recapitulate
+) lắp nắp mới, lắp thiết bị bảo vệ mới",recapitulation,0.0
independence,"
+) freedom from control or influence of another or others",n,"
+) they maintained close relations with England even after independence","+) sự độc lập; nền độc lập ((cũng) independency)
+) [tính, sự] độc lập i. in behaviour (điều khiển học) tính độc lập về dáng
+) điệu; i. in variety (điều khiển học) tính độc lập về loại",independence,0.0
rec,,,,"+) sân chơi (recreation ground)
+) viết tắt
+) sân chơi (recreation ground)",,0.0
gradient,"
+) a graded change in the magnitude of some physical quantity or dimension",n,"
+) a five-degree gradient","+) dốc, đường dốc; độ dốc
+) (vật lý) Graddien
+) (Tech) thang độ; độ nghiêng, mặt dốc; graddiên",gradient,0.0
descent,"
+) a movement downward",n,"
+) he comes from good origins
+) his entire lineage has been warriors","+) sự xuống
+) sự hạ thấp xuống (độ nhiệt...)
+) sự dốc xuống; con đường dốc",descent,0.0
accuracy,"
+) the quality of being near to the true value",n,"
+) he was beginning to doubt the accuracy of his compass
+) the lawyer questioned the truth of my account
+) the atomic clock enabled scientists to measure time with much greater accuracy","+) sự đúng đắn, sự chính xác; độ chính xác
+) (Tech) chính xác (d); độ chính xác
+) [sự; độ] chính xác",accuracy,0.0
exponential,"
+) a function in which an independent variable appears as an exponent","a, n","
+) exponential growth","+) (toán học) (thuộc) số mũ, theo luật số mũ
+) (Tech) thuộc số mũ
+) (thuộc) số mũ // hàm số mũ",exponential,0.0
between,"
+) in the interval",r,"
+) dancing all the dances with little rest between
+) two houses with a tree between","+) giữa, ở giữa
+) trong khoảng
+) nửa... nửa; vừa... vừa",between,0.0
objective,"
+) the goal intended to be attained (and which is believed to be attainable)","a, n, s","
+) the sole object of her trip was to see her children
+) an objective appraisal
+) objective evidence","+) khách quan
+) (thuộc) mục tiêu
+) (ngôn ngữ học) (thuộc) cách mục tiêu",aim,0.0
computation,"
+) the procedure of calculating; determining something by mathematical or logical methods",n,"
+) ","+) sự tính toán, sự ước tính
+) (Tech) tính toán, kế toán; kỹ thuật tính toán
+) sự tính toán, tính",calculation,0.0
convex,"
+) curving or bulging outward",a,"
+) ","+) (toán học),  (vật lý) lồi
+) (Tech) mặt lồi
+) lồi",convex,0.0
multi,,,,"+) tiếp đầu ngữ, chỉ nhiều, đa",,0.0
optimize,"
+) make optimal; get the most out of; use best",v,"
+) optimize your resources
+) optimize a computer program","+) lạc quan; theo chủ nghĩa lạc quan
+) đánh giá một cách lạc quan, nhìn bằng con mắt lạc quan
+) tối ưu hoá",optimize,0.0
sigmoid,"
+) curved in two directions (like the letter S)",a,"
+) ","+) (giải phẫu) hình xichma
+) đường xicmoit",sigmoid,0.0
computational,"
+) of or involving computation or computers",a,"
+) computational linguistics","+) có sử dụng máy điện toán
+) (thuộc) tính toán",computational,0.0
hardware,"
+) major items of military weaponry (as tanks or missile)",n,"
+) ","+) đồ ngũ kim
+) (từ Mỹ,nghĩa Mỹ),  (từ lóng) vũ khí",hardware,0.0
fast,"
+) abstaining from food","r, v, n, a, s","
+) Catholics sometimes fast during Lent
+) Before the medical exam, you must fast
+) fast film","+) chắc chắn
+) thân, thân thiết, keo sơn
+) bền, không phai",fast,0.0
parameter,"
+) a constant in the equation of a curve that can be varied to yield a family of similar curves",n,"
+) ","+) (toán học) thông số, tham số, tham biến
+) thông số, tham số
+) p. of distribution tham số phân phối",parameter,0.0
mega,,,,+) Tiền tố để chỉ 1 triệu,,0.0
misc,,,,"+) (viết tắt)tạp hoá linh tinh, pha tạp, hỗn hợp",,0.0
approximation,"
+) an approximate calculation of quantity or degree or worth",n,"
+) an estimate of what it would cost
+) a rough idea how long it would take
+) newspapers gave only an approximation of the actual events","+) sự gần
+) sự xấp xỉ, sự gần đúng
+) cái xấp xỉ, con số xấp xỉ; ý nghĩa gần đúng",estimate,0.0
histogram,"
+) a bar chart representing a frequency distribution; heights of the bars represent observed frequencies",n,"
+) ","+) biểu đồ
+) biểu đồ tần số
+) area h. biểu đồ tầng số điện tích",histogram,0.0
convergence,"
+) the occurrence of two or more things coming together",n,"
+) there was no overlap between their proposals","+) sự hội tụ
+) độ hội tụ
+) (Tech) hội tụ; độ hội tụ",convergence,0.0
density,"
+) the amount per unit size",n,"
+) ","+) tính dày đặc
+) sự đông đúc, sự trù mật
+) độ dày, mật độ, độ chặt",density,0.0
dimensional,"
+) of or relating to dimensions","a, s","
+) never matures as a dimensional character; he is pasty, bland, faceless","+) thuộc chiều; thuộc kích thước, thuộc khổ, thuộc cỡ
+) (toán học) (thuộc) thứ nguyên",dimensional,0.0
both,"
+) (used with count nouns) two considered together; the two",s,"
+) both girls are pretty","+) cả hai
+) cả... lẫn; vừa... vừa",both,0.0
versus,,,,"+) chống, chống lại, đấu với",,0.0
normalization,"
+) the imposition of standards or regulations",n,"
+) a committee was appointed to recommend terminological standardization","+) sự thông thường hoá, sự bình thường hoá
+) sự tiêu chuẩn hoá",standardization,0.0
factor,"
+) anything that contributes causally to a result","v, n","
+) a number of factors determined the outcome
+) jealousy was a component of his character
+) two constituents of a musical composition are melody and harmony","+) nhân tố
+) người quản lý, người đại diện
+) người buôn bán ăn hoa hồng",factor,0.0
partition,"
+) a vertical structure that divides or separates (as a wall divides one room from another)","v, n","
+) The Arab peninsula was partitioned by the British
+) partition a room off","+) sự chia ra
+) ngăn phần
+) liếp ngăn, bức vách ngăn",partition,0.0
ply,"
+) one of the strands twisted together to make yarn or rope or thread; often used in combination","v, n","
+) three-ply cord
+) four-ply yarn
+) The hostess provided lunch for all the guests","+) lớp (vải, dỗ dán...)
+) sợi tạo (len, thừng...)
+) (nghĩa bóng) khuynh hướng, nếp, thói quen",ply,0.0
family,"
+) a social unit living together",n,"
+) he moved his family to Virginia
+) It was a good Christian household
+) I waited until the whole house was asleep","+) gia đình, gia quyến
+) con cái trong gia đình
+) dòng dõi, gia thế",family,0.0
robust,"
+) sturdy and strong in form, constitution, or construction","a, s","
+) a robust body
+) a robust perennial
+) a rich ruby port","+) khoẻ mạnh, tráng kiện, cường tráng
+) làm mạnh khoẻ; đòi hỏi sức mạnh
+) ngay thẳng, thiết thực (trí óc...)",robust,0.0
hut,"
+) temporary military shelter",n,"
+) ","+) túp lều
+) (quân sự) nhà gỗ tạm thời cho binh lính
+) cho ở lều",hut,0.0
haar,,,,+) sương lạnh ngoài biển (trên biển miền đông của Anh),,0.0
curse,"
+) profane or obscene expression usually of surprise or anger","v, n","
+) expletives were deleted
+) a witch put a curse on his whole family
+) he put the whammy on me","+) sự nguyền rủa, sự chửi rủa
+) tai ương, tai hoạ; vật ghê tở, vật đáng nguyền rủa
+) lời thề độc",curse,0.0
insufficient,"
+) of a quantity not able to fulfill a need or requirement",a,"
+) insufficient funds","+) không đủ, thiếu
+) không đủ, thiếu sót",insufficient,0.0
conditionally,"
+) subject to a condition",r,"
+) he accepted the offer conditionally","+) có điều kiện, tùy theo điều kiện
+) một cách có điều kiện",conditionally,0.0
probable,"
+) an applicant likely to be chosen","a, n, s","
+) a likely result
+) he foresaw a probable loss
+) the probable consequences of going ahead with the scheme","+) có thể có, có khả năng xảy ra, chắc hẳn, có lễ đúng, có lẽ thật
+) người ứng cử có nhiều khả năng trúng cử
+) sự chọn lựa hầu như chắc chắn",probable,0.0
preference,"
+) a strong liking",n,"
+) my own preference is for good literature
+) the Irish have a penchant for blarney
+) a predilection for expensive cars","+) sự thích hơn, sự ưa hơn
+) cái được ưa thích hơn
+) quyền ưu tiên (trả nợ...)",preference,0.0
highest,"
+) greater than normal in degree or intensity or amount","a, s","
+) a high temperature
+) a high price
+) the high point of his career","+) cao nhất; lớn nhấthigh /hai/
+) cao
+) cao giá, đắt",high,0.0
intensive,"
+) a modifier that has little meaning except to intensify the meaning it modifies","a, n, s","
+) `up' in `finished up' is an intensifier
+) `honestly' in `I honestly don't know' is an intensifier
+) the questioning was intensive","+) mạnh, có cường độ lớn
+) làm mạnh mẽ, làm sâu sắc
+) tập trung sâu",intensifier,0.0
our,,,,"+) của chúng ta, của chúng tôi, của chúng mình
+) của trẫm (vua chúa...)
+) thượng đế",,0.0
times,"
+) a more or less definite period of time now or previously present","v, n","
+) it was a sign of the times
+) the multiplication of four by three gives twelve
+) four times three equals twelve","+) nhân với
+) gấp (dùng để chỉ sự nhân lên)time /taim/
+) thời gian, thì giờ",times,0.0
observing,"
+) discover or determine the existence, presence, or fact of","v, s","
+) She detected high levels of lead in her drinking water
+) We found traces of lead in the paint
+) She observed that his presentation took up too much time","+) có khả năng nhận xét, hay quan sátobserve /əb'zə:v/
+) quan sát, nhận xét, theo dõi
+) tiến hành, cử hành, làm (lễ kỷ niệm...)",detect,0.0
frequency,"
+) the number of occurrences within a given time period",n,"
+) the frequency of modulation was 40 cycles per second
+) the frequency of his seizures increased as he grew older","+) (Tech) tần số
+) (vật lí) tần số
+) angular f. tần số góc",frequency,0.0
vcr,"
+) a magnetic tape recorder for recording (and playing back) TV programs",n,"
+) ",+) đầu máy viđêô (video cassette recorder),videocassette_recorder,0.0
smoothing,"
+) make smooth or smoother, as if by rubbing",v,"
+) smooth the surface of the wood
+) shine the silver, please
+) polish my shoes","+) sự san bằng; làm nhẵn
+) sự làm trơn, sự làm nhẵn
+) linear s. [sự san bằng; sự làm trơn] tuyến tínhsmooth /smu:ð/",smooth,0.0
newsgroup,,,,"+) nhóm thông tin, nhóm thảo luận",,0.0
came,"
+) move toward, travel toward something or somebody or approach something or somebody",v,"
+) He came singing down the road
+) Come with me to the Casbah
+) come down here!","+) khung chì (để) lắp kinh (cửa)come /kʌm/
+) đến, tới, đi đến, đi tới, đi lại
+) sắp đến, sắp tới",come,0.0
graphics,"
+) photographs or other visual representations in a printed publication",n,"
+) the publisher was responsible for all the artwork in the book","+) (Tech) môn đồ họa, môn đồ hình; thiết bị dồ họa/hình",artwork,0.0
feet,"
+) the part of the leg of a human being below the ankle joint",n,"
+) his bare feet projected from his trousers
+) armored from head to foot
+) he is six feet tall","+) chân, bàn chân (người, thú...)
+) bước chân, cách đi
+) (quân sự) bộ binh",foot,0.0
converge,"
+) be adjacent or come together",v,"
+) The lines converge at this point
+) The crowd converged on the movie star
+) Social forces converged to bring the Fascists back to power","+) (toán học); (vật lý) hội tụ (tia sáng); đồng quy
+) cùng kéo về, cùng đổ về (một nơi)
+) hội tụ, đồng quy",converge,0.0
formulation,"
+) a substance prepared according to a formula",n,"
+) the physician prescribed a commercial preparation of the medicine
+) he suggested a better formulation
+) his manner of expression showed how much he cared","+) sự làm thành công thức; sự đưa vào một công thức
+) sự trình bày rõ ràng chính xác, phát biểu có hệ thống (ý kiến...)",formulation,0.0
analytical,"
+) using or skilled in using analysis (i.e., separating a whole--intellectual or substantial--into its elemental parts or basic principles)",a,"
+) an analytic experiment
+) an analytic approach
+) a keenly analytic man","+) dùng phép phân tích
+) (toán học) dùng phép giải tích",analytic,0.0
ibm,,,,+) vt của International Business Machines (Công ty máy điện toán IBM của Mỹ),,0.0
mac,"
+) a waterproof raincoat made of rubberized fabric",n,"
+) ",+) xem mackintosh+ông (dùng để xưng hô với một người đàn ông lạ),macintosh,0.0
alt,"
+) angular distance above the horizon (especially of a celestial object)",n,"
+) ",+) (âm nhạc) nốt cao,elevation,0.0
atheism,"
+) the doctrine or belief that there is no God",n,"
+) ",+) thuyết vô thần,atheism,0.0
soc,,,,"+) người theo chủ nghĩa xã hội (Socialist)
+) Hội, đoàn thể (Society)",,0.0
christian,"
+) a religious person who believes Jesus is the Christ and who is a member of a Christian denomination","a, n","
+) Christian rites","+) (thuộc) đạo Cơ-đốc; tin vào Cơ-đốc
+) (thuộc) thánh
+) (thuộc) người văn minh",Christian,0.0
crypt,"
+) a cellar or vault or underground burial chamber (especially beneath a church)",n,"
+) ",+) hầm mộ (ở nhà thờ),crypt,0.0
electronics,"
+) the branch of physics that deals with the emission and effects of electrons and with the use of electronic devices",n,"
+) ","+) điện tử học
+) (Tech) điện tử học, môn điện tử; công trình điện tử [ĐL]
+) điện tử học, kỹ thuật điện tử",electronics,0.0
estimated,"
+) judge tentatively or form an estimate of (quantities or time)",v,"
+) I estimate this chicken to weigh three pounds","+) được ước lượngestimate /'estimit - 'estimeit/
+) 'estimeit/
+) sự đánh giá, sự ước lượng",estimate,0.0
mideast,"
+) the area around the eastern Mediterranean; from Turkey to northern Africa and eastward to Iran; the site of such ancient civilizations as Phoenicia and Babylon and Egypt and the birthplace of Judaism and Christianity and Islam; had continuous economic and political turmoil in the 20th century",n,"
+) the Middle East is the cradle of Western civilization",+) như Middle East,Middle_East,0.0
med,"
+) a master's degree in education",n,"
+) ",+) thạc sĩ sư phạm (Master of Education),Master_of_Education,0.0
rick,"
+) a painful muscle spasm especially in the neck or back (`rick' and `wrick' are British)","v, n","
+) rick hay
+) wrench one's ankle
+) The wrestler twisted his shoulder","+) đống, đụn, cây (rơm)
+) đánh đống, đánh đụn (rơm)
+) (như) wrick",crick,0.0
datum,"
+) an item of factual information derived from measurement or research",n,"
+) ","+) số lượng đã cho (bài toán...); điều đã cho biết
+) luận cứ
+) (số nhiều datums) mốc tính toán, mốc đo lường",datum,0.0
temp,"
+) a worker (especially in an office) hired on a temporary basis",n,"
+) ","+) nhân viên tạm thời (nhất là thư ký)
+) &amp;lt;thgt&amp;gt; làm công việc tạm thời
+) nhiệt độ (temperature)",temp,0.0
hum,"
+) the state of being or appearing to be actively engaged in an activity","v, n","
+) they manifested all the busyness of a pack of beavers
+) there is a constant hum of military preparation
+) the hum of distant traffic","+) (từ lóng) (như) humbug
+) tiếng vo ve, tiếng o o (sâu bọ...); tiếng kêu rền (máy)
+) tiếng ầm ừ, lời nói ậm à ậm ừ, lời nói ấp úng",busyness,0.0
when,,,,"+) khi nào, hồi nào, lúc nào, bao giờ
+) khi, lúc, hồi
+) trong khi mà, một khi mà",,0.0
empirical,"
+) derived from experiment and observation rather than theory",a,"
+) an empirical basis for an ethical theory
+) empirical laws
+) empirical data","+) theo lối kinh nghiệm, kinh nghiệm chủ nghĩa",empirical,0.0
seldom,"
+) not often",r,"
+) we rarely met","+) ít khi, hiếm khi
+) hiếm",rarely,0.0
correlated,"
+) to bear a reciprocal or mutual relation","v, s","
+) Do these facts correlate?
+) I cannot correlate these two pieces of information","+) tương quancorrelate /'kɔrileit/
+) thể tương liên, yếu tố tương liên
+) có tương quan với nhau; để (hai vật) tương quan với nhau",correlate,0.0
generalization,"
+) reasoning from detailed facts to general principles",n,"
+) he spoke in broad generalities","+) sự tổng quát hoá; sự tổng hợp, sự khái quát, sự suy rộng
+) điều tổng quát, điều khái quát
+) sự tổng quát hoá, sự suy rộng",generalization,0.0
required,"
+) require as useful, just, or proper","v, s","
+) It takes nerve to do what she did
+) success usually requires hard work
+) This job asks a lot of patience and skill","+) đòi hỏi, cần tìmrequire /ri'kwaiə/
+) đòi hỏi, yêu cầu
+) cần đến, cần phải có",necessitate,0.0
some,"
+) quantifier; used with either mass nouns or plural count nouns to indicate an unspecified number or quantity","a, r, s","
+) have some milk
+) some roses were still blooming
+) having some friends over","+) nào đó
+) một ít, một vài, dăm ba
+) khá nhiều, đáng kể",some,0.0
computationally,"
+) with regard to computation",r,"
+) computationally, this is a tricky problem",+) xem computation,computationally,0.0
intractable,"
+) not tractable; difficult to manage or mold",a,"
+) an intractable disposition
+) intractable pain
+) the most intractable issue of our era","+) cứng đầu cứng cổ, khó bảo (người)
+) khó uốn nắn, khó làm (vật liệu...)
+) khó chữa (bệnh...)",intractable,0.0
formulate,"
+) elaborate, as of theories and hypotheses",v,"
+) Could you develop the ideas in your thesis
+) excogitate a way to measure the speed of light
+) He formulated his concerns to the board of trustees","+) làm thành công thức; đưa vào một công thức
+) trình bày rõ ràng chính xác, phát biểu có hệ thống (ý kiến...)",explicate,0.0
overcome,"
+) win a victory over",v,"
+) You must overcome all difficulties
+) defeat your enemies
+) He overcame his shyness","+) thắng, chiến thắng
+) vượt qua, khắc phục (khó khăn...)
+) kiệt sức, mất tự chủ; mất tinh thần",get_the_better_of,0.0
limitation,"
+) a principle that limits the extent of something",n,"
+) I am willing to accept certain restrictions on my movements
+) it is a good plan but it has serious limitations
+) there are limits on the amount you can bet","+) sự hạn chế, sự hạn định, sự giới hạn
+) tính hạn chế, tính hạn định, tính có hạn
+) (số nhiều) nhược điểm, thiếu sót, mặt hạn chế",restriction,0.0
reasoning,"
+) thinking that is coherent and logical","v, n, s","
+) We reasoned that it was cheaper to rent than to buy a house
+) The children must learn to reason","+) lý luận, lập luận, lý lẽ
+) sự tranh luận, sự cãi lý
+) có lý trí, biết suy luậnreason /'ri:zn/",reasoning,0.0
causal,"
+) involving or constituting a cause; causing",s,"
+) a causal relationship between scarcity and higher prices","+) (thuộc) nguyên nhân
+) (thuộc) quan hệ nhân quả
+) (thuộc) nguyên nhân; nhân quả",causal,0.0
ratio,"
+) the relative magnitudes of two quantities (usually expressed as a quotient)",n,"
+) an inordinate proportion of the book is given over to quotations
+) a dry martini has a large proportion of gin","+) tỷ số, tỷ lệ
+) (kỹ thuật) số truyền
+) tỷ suất",ratio,0.0
sain,,,,"+) (từ cổ,nghĩa cổ) ban phép lành",,0.0
gaussian,"
+) of or relating to Karl Gauss or his mathematical theories of magnetics or electricity or astronomy or probability",a,"
+) Gaussian distribution",+) (thuộc) Gauxơ,Gaussian,0.0
covariance,"
+) (statistics) the mean value of the product of the deviations of two variates from their respective means",n,"
+) ","+) (Tech) tính hiệp biến, hiệp phương sai
+) (thống kê) hiệp phương sai
+) lag c. (thống kê) hiệp phương sai trễ",covariance,0.0
calx,"
+) a white crystalline oxide used in the production of calcium hydroxide",n,"
+) ","+) số nhiều calxes,  calces
+) tro để lại sau khi nấu kim loại",calcium_oxide,0.0
essentially,"
+) in essence; at bottom or by one's (or its) very nature",r,"
+) He is basically dishonest
+) the argument was essentially a technical one
+) for all his bluster he is in essence a shy person","+) về bản chất, về cơ bản",basically,0.0
efficiently,"
+) with efficiency; in an efficient manner",r,"
+) he functions efficiently","+) có hiệu quả, hiệu nghiệm",efficiently,0.0
needs,"
+) a condition requiring relief","v, r, n","
+) she satisfied his need for affection
+) God has no need of men to accomplish His work
+) there is a demand for jobs","+) (tục ngữ) túng phải tínhNeed
+) (Econ) Nhu cầu.
+) Đôi khi người ta lập luận rằng trong một thị trường tự do, các cá nhân sẽ không có cầu đối với một số hàng hoá nào đó nhiều đến mức mà xã hội hay cộng đồng cho là họ cần phải tiêu dùng.need /ni:d/",need,0.0
discriminatory,"
+) being biased or having a belief or attitude formed beforehand","a, s","
+) a prejudiced judge
+) discriminatory attitudes and practices
+) invidious comparisons","+) phân biệt, biết phân biệt, có óc phán đoán, biết suy xét, sáng suốt",prejudiced,0.0
decided,"
+) reach, make, or come to a decision about something","v, s","
+) We finally decided after lengthy deliberations
+) The case was decided
+) The judge decided the case in favor of the plaintiff","+) đã được giải quyết, đã được phân xử
+) đã được quyết định
+) kiên quyết, không do dự, dứt khoát",decide,0.0
bow,"
+) a knot with two loops and loose ends; used to tie shoelaces","v, n","
+) he pointed the bow of the boat toward the finish line
+) He bowed before the King
+) She bowed her head in shame","+) cái cung
+) vĩ (viôlông)
+) cầu vồng",bow,0.0
yew,"
+) wood of a yew; especially the durable fine-grained light brown or red wood of the English yew valued for cabinetwork and archery bows",n,"
+) ","+) (thực vật học) cây thuỷ tùng ((cũng) yew-tree)
+) gỗ thuỷ tùng",yew,0.0
pla,,,,+) (tin học) viết tắt của Programmed Logic Array: ngôn ngữ lập trình,,0.0
been,"
+) have the quality of being; (copula, used with an adjective or a predicate noun)",v,"
+) John is rich
+) This is not a good answer
+) The president of the company is John Smith","+) thì, là
+) có, tồn tại, ở, sống
+) trở nên, trở thành",be,0.0
non,"
+) negation of a word or group of words",r,"
+) he does not speak French
+) she is not going
+) they are not friends",+) (tiền tố) không,not,0.0
div,,,,+) ác ma (thần thoại Ba-tư),,0.0
dim,"
+) switch (a car's headlights) from a higher to a lower beam","v, a, s","
+) the lights dimmed and the curtain rose
+) Time had dimmed the silver
+) The distinction between the two theories blurred","+) mờ, lờ mờ, tối mờ mờ, không rõ ràng; nhìn không rõ
+) nghe không rõ; đục (tiếng)
+) không rõ rệt, mập mờ, lờ mờ",dim,0.0
pip,"
+) a disease of poultry","v, n","
+) He mopped up the floor with his opponents","+) bệnh ứ đờm (gà)
+) (từ lóng) cơn buồn rầu, cơn chán nản; cơn bực bội
+) hột (cam, táo, lê)",pip,0.0
cont,,,,"+) &amp;lt;vt&amp;gt; nội dung
+) &amp;lt;vt&amp;gt; tiếp theo",,0.0
doubling,"
+) increase by a factor of two","n, v","
+) doubling with a computer took no time at all
+) I decided his double was a bluff
+) The population doubled within 50 years","+) sự gấp đôi, sự tăng đôi, sự nhân đôi
+) sự trùng lặp
+) (kỹ thuật); (nghành dệt) sự chặp đôi, sự xoắn chặp đôi",doubling,0.0
gambling,"
+) the act of playing for stakes in the hope of winning (including the payment of a price for a chance to win a prize)","n, v","
+) his gambling cost him a fortune
+) there was heavy play at the blackjack table
+) When you buy these stocks you are gambling","+) trò cờ bạcgamble /'gæmbl/
+) cuộc đánh bạc, cuộc may rủi
+) việc mạo hiểm được ăn cả ngã về không; việc làm liều mưu đồ ăn to (đầu cơ buôn bán...)",gambling,0.0
